,mean,mean_se,mean_ci_lower,mean_ci_upper,adf_pvalue
2020-11-01,7.5747075883112815,0.1758436578628991,7.230060351990216,7.9193548246323475,0.9972477964578118
2020-12-01,7.203702442513682,0.3507479972244314,6.516249000304242,7.891155884723123,0.9972477964578118
2021-01-01,7.408875597517264,0.4638182012402996,6.499808627712126,8.317942567322403,0.9972477964578118
2021-02-01,7.441154078529922,0.554283762479231,6.354777866855276,8.527530290204568,0.9972477964578118
2021-03-01,8.434951546884353,0.6319285209523066,7.196394405014167,9.673508688754538,0.9972477964578118
2021-04-01,20.87335693896063,0.7010255495624358,19.499372109575855,22.247341768345404,0.9972477964578118
